first_name,last_name,salary,age,doj,manager_name,employee_id,dob,dept_id
Donald,Duck,30000,53,2019-10-16,Square,493,1970-08-20,3
Daisy,Yellow,40000,54,2019-09-16,Pants,494,1969-09-21,4
Goofy,Dog,50000,55,2019-08-17,Patrick,495,1968-10-22,5
Pete,Cat,60000,56,2019-07-18,Star,496,1967-11-23,6
Pluto,White,70000,57,2019-06-18,Squid,497,1966-01-24,7
Huey,Red,80000,58,2019-05-19,Ward,498,1965-01-25,8
Dewey,Black,90000,59,2019-04-19,Eugene,499,1964-02-26,9
Louise,Brown,100000,60,2019-03-20,Gary,500,1963-03-27,10
Mickey,Mouse,10000,21,2023-06-24,Sponge,501,2002-04-28,1
Minnie,Pink,20000,22,2023-06-24,Bob,502,2001-05-29,2
Donald,Duck,30000,23,2023-06-24,Square,503,2000-06-30,3
Daisy,Yellow,40000,24,2023-06-24,Pants,504,1999-07-01,4
Goofy,Dog,50000,25,2023-06-24,Patrick,505,1998-08-01,5
Pete,Cat,60000,26,2018-09-21,Star,506,1997-09-02,6
Pluto,White,70000,27,2018-08-22,Squid,507,1996-10-03,7
Huey,Red,80000,28,2018-07-23,Ward,508,1995-11-04,8
Dewey,Black,90000,29,2018-06-23,Eugene,509,1994-01-05,9
Louise,Brown,100000,30,2018-05-24,Gary,510,1993-01-06,10
Mickey,Mouse,10000,31,2018-04-24,Sponge,511,1992-02-07,1
Minnie,Pink,20000,32,2018-03-25,Bob,512,1991-03-08,2
Donald,Duck,30000,33,2018-02-23,Square,513,1990-04-09,3
Daisy,Yellow,40000,34,2018-01-24,Pants,514,1989-05-10,4
Goofy,Dog,50000,35,2017-12-25,Patrick,515,1988-06-11,5
Pete,Cat,60000,36,2017-11-25,Star,516,1987-07-12,6
Pluto,White,70000,37,2017-10-26,Squid,517,1986-08-13,7
Huey,Red,80000,38,2017-09-26,Ward,518,1985-09-14,8
Dewey,Black,90000,39,2017-08-27,Eugene,519,1984-10-15,9
Louise,Brown,100000,40,2017-07-28,Gary,520,1983-11-16,10
Mickey,Mouse,10000,41,2017-06-28,Sponge,521,1982-01-17,1
Minnie,Pink,20000,42,2017-05-29,Bob,522,1981-01-18,2
Donald,Duck,30000,43,2017-04-29,Square,523,1980-02-19,3
Daisy,Yellow,40000,44,2017-03-30,Pants,524,1979-03-20,4
Goofy,Dog,50000,45,2017-02-28,Patrick,525,1978-04-21,5
Pete,Cat,60000,46,2017-01-29,Star,526,1977-05-22,6
Pluto,White,70000,47,2016-12-30,Squid,527,1976-06-23,7
Huey,Red,80000,48,2016-11-30,Ward,528,1975-07-24,8
Dewey,Black,90000,49,2016-10-31,Eugene,529,1974-08-25,9
Louise,Brown,100000,50,2016-10-01,Gary,530,1973-09-26,10
Mickey,Mouse,10000,51,2016-09-01,Sponge,531,1972-10-27,1
Minnie,Pink,20000,52,2016-08-02,Bob,532,1971-11-28,2
Donald,Duck,30000,53,2016-07-03,Square,533,1970-01-29,3
Daisy,Yellow,40000,54,2016-06-03,Pants,534,1969-01-30,4
Goofy,Dog,50000,55,2016-05-04,Patrick,535,1968-02-01,5
Pete,Cat,60000,56,2016-04-04,Star,536,1967-03-01,6
Pluto,White,70000,57,2016-03-05,Squid,537,1966-04-02,7
Huey,Red,80000,58,2016-02-04,Ward,538,1965-05-03,8
Dewey,Black,90000,59,2016-01-05,Eugene,539,1964-06-04,9
Louise,Brown,100000,60,2015-12-06,Gary,540,1963-07-05,10
Mickey,Mouse,10000,21,2023-06-24,Sponge,541,2002-08-06,1
Minnie,Pink,20000,22,2023-06-24,Bob,542,2001-09-07,2
Donald,Duck,30000,23,2023-06-24,Square,543,2000-10-08,3
Daisy,Yellow,40000,24,2023-06-24,Pants,544,1999-11-09,4
Goofy,Dog,50000,25,2023-06-24,Patrick,545,1998-01-10,5
Pete,Cat,60000,26,2023-06-24,Star,546,1997-01-11,6
Pluto,White,70000,27,2023-06-24,Squid,547,1996-02-12,7
Huey,Red,80000,28,2023-06-24,Ward,548,1995-03-13,8
Dewey,Black,90000,29,2015-03-11,Eugene,549,1994-04-14,9
Louise,Brown,100000,30,2015-02-09,Gary,550,1993-05-15,10
Mickey,Mouse,10000,31,2015-01-10,Sponge,551,1992-06-16,1
Minnie,Pink,20000,32,2014-12-11,Bob,552,1991-07-17,2
Donald,Duck,30000,33,2014-11-11,Square,553,1990-08-18,3
Daisy,Yellow,40000,34,2014-10-12,Pants,554,1989-09-19,4
Goofy,Dog,50000,35,2014-09-12,Patrick,555,1988-10-20,5
Pete,Cat,60000,36,2014-08-13,Star,556,1987-11-21,6
Pluto,White,70000,37,2014-07-14,Squid,557,1986-01-22,7
Huey,Red,80000,38,2014-06-14,Ward,558,1985-01-23,8
Dewey,Black,90000,39,2014-05-15,Eugene,559,1984-02-24,9
Louise,Brown,100000,40,2014-04-15,Gary,560,1983-03-25,10
Mickey,Mouse,10000,41,2014-03-16,Sponge,561,1982-04-26,1
Minnie,Pink,20000,42,2014-02-14,Bob,562,1981-05-27,2
Donald,Duck,30000,43,2014-01-15,Square,563,1980-06-28,3
Daisy,Yellow,40000,44,2013-12-16,Pants,564,1979-07-29,4
Goofy,Dog,50000,45,2013-11-16,Patrick,565,1978-08-30,5
Pete,Cat,60000,46,2013-10-17,Star,566,1977-09-01,6
Pluto,White,70000,47,2013-09-17,Squid,567,1976-10-01,7
Huey,Red,80000,48,2013-08-18,Ward,568,1975-11-02,8
Dewey,Black,90000,49,2013-07-19,Eugene,569,1974-01-03,9
Louise,Brown,100000,50,2013-06-19,Gary,570,1973-01-04,10
Mickey,Mouse,10000,51,2013-05-20,Sponge,571,1972-02-05,1
Minnie,Pink,20000,52,2013-04-20,Bob,572,1971-03-06,2
Donald,Duck,30000,53,2013-03-21,Square,573,1970-04-07,3
Daisy,Yellow,40000,54,2013-02-19,Pants,574,1969-05-08,4
Goofy,Dog,50000,55,2013-01-20,Patrick,575,1968-06-09,5
Pete,Cat,60000,56,2012-12-21,Star,576,1967-07-10,6
Pluto,White,70000,57,2012-11-21,Squid,577,1966-08-11,7
Huey,Red,80000,58,2012-10-22,Ward,578,1965-09-12,8
Dewey,Black,90000,59,2012-09-22,Eugene,579,1964-10-13,9
Louise,Brown,100000,60,2012-08-23,Gary,580,1963-11-14,10
Mickey,Mouse,10000,21,2023-06-24,Sponge,581,2002-01-15,1
Minnie,Pink,20000,22,2023-06-24,Bob,582,2001-01-16,2
Donald,Duck,30000,23,2023-06-24,Square,583,2000-02-17,3
Daisy,Yellow,40000,24,2023-06-24,Pants,584,1999-03-18,4
Goofy,Dog,50000,25,2023-06-24,Patrick,585,1998-04-19,5
Pete,Cat,60000,26,2023-06-24,Star,586,1997-05-20,6
Pluto,White,70000,27,2023-06-24,Squid,587,1996-06-21,7
Huey,Red,80000,28,2023-06-24,Ward,588,1995-07-22,8
Dewey,Black,90000,29,2023-06-24,Eugene,589,1994-08-23,9
Louise,Brown,100000,30,2023-06-24,Gary,590,1993-09-24,10
Mickey,Mouse,10000,31,2023-06-24,Sponge,591,1992-10-25,1
Minnie,Pink,20000,32,2023-06-24,Bob,592,1991-11-26,2
Donald,Duck,30000,33,2011-07-30,Square,593,1990-01-27,3
Daisy,Yellow,40000,34,2011-06-30,Pants,594,1989-01-28,4
Goofy,Dog,50000,35,2011-05-31,Patrick,595,1988-02-28,5
Pete,Cat,60000,36,2011-05-01,Star,596,1987-03-30,6
Pluto,White,70000,37,2011-04-01,Squid,597,1986-04-01,7
Huey,Red,80000,38,2011-03-02,Ward,598,1985-05-01,8
Dewey,Black,90000,39,2011-01-31,Eugene,599,1984-06-02,9
Louise,Brown,100000,40,2011-01-01,Gary,600,1983-07-03,10
Mickey,Mouse,10000,41,2010-12-02,Sponge,601,1982-08-04,1
Minnie,Pink,20000,42,2010-11-02,Bob,602,1981-09-05,2
Donald,Duck,30000,43,2010-10-03,Square,603,1980-10-06,3
Daisy,Yellow,40000,44,2010-09-03,Pants,604,1979-11-07,4
Goofy,Dog,50000,45,2010-08-04,Patrick,605,1978-01-08,5
Pete,Cat,60000,46,2010-07-05,Star,606,1977-01-09,6
Pluto,White,70000,47,2010-06-05,Squid,607,1976-02-10,7
Huey,Red,80000,48,2010-05-06,Ward,608,1975-03-11,8
Dewey,Black,90000,49,2010-04-06,Eugene,609,1974-04-12,9
Louise,Brown,100000,50,2010-03-07,Gary,610,1973-05-13,10
Mickey,Mouse,10000,51,2010-02-05,Sponge,611,1972-06-14,1
Minnie,Pink,20000,52,2010-01-06,Bob,612,1971-07-15,2
Donald,Duck,30000,53,2009-12-07,Square,613,1970-08-16,3
Daisy,Yellow,40000,54,2009-11-07,Pants,614,1969-09-17,4
Goofy,Dog,50000,55,2009-10-08,Patrick,615,1968-10-18,5
Pete,Cat,60000,56,2009-09-08,Star,616,1967-11-19,6
Pluto,White,70000,57,2009-08-09,Squid,617,1966-01-20,7
Huey,Red,80000,58,2009-07-10,Ward,618,1965-01-21,8
Dewey,Black,90000,59,2009-06-10,Eugene,619,1964-02-22,9
Louise,Brown,100000,60,2009-05-11,Gary,620,1963-03-23,10
Mickey,Mouse,10000,21,2023-06-24,Sponge,621,2002-04-24,1
Minnie,Pink,20000,22,2023-06-24,Bob,622,2001-05-25,2
Donald,Duck,30000,23,2023-06-24,Square,623,2000-06-26,3
Daisy,Yellow,40000,24,2023-06-24,Pants,624,1999-07-27,4
Goofy,Dog,50000,25,2023-06-24,Patrick,625,1998-08-28,5
Pete,Cat,60000,26,2023-06-24,Star,626,1997-09-29,6
Pluto,White,70000,27,2023-06-24,Squid,627,1996-10-30,7
Huey,Red,80000,28,2023-06-24,Ward,628,1995-11-01,8
Dewey,Black,90000,29,2023-06-24,Eugene,629,1994-01-01,9
Louise,Brown,100000,30,2023-06-24,Gary,630,1993-01-02,10
Mickey,Mouse,10000,31,2023-06-24,Sponge,631,1992-02-03,1
Minnie,Pink,20000,32,2023-06-24,Bob,632,1991-03-04,2
Donald,Duck,30000,33,2023-06-24,Square,633,1990-04-05,3
Daisy,Yellow,40000,34,2023-06-24,Pants,634,1989-05-06,4
Goofy,Dog,50000,35,2023-06-24,Patrick,635,1988-06-07,5
Pete,Cat,60000,36,2008-01-17,Star,636,1987-07-08,6
Pluto,White,70000,37,2007-12-18,Squid,637,1986-08-09,7
Huey,Red,80000,38,2007-11-18,Ward,638,1985-09-10,8
Dewey,Black,90000,39,2007-10-19,Eugene,639,1984-10-11,9
Louise,Brown,100000,40,2007-09-19,Gary,640,1983-11-12,10
Mickey,Mouse,10000,41,2007-08-20,Sponge,641,1982-01-13,1
Minnie,Pink,20000,42,2007-07-21,Bob,642,1981-01-14,2
Donald,Duck,30000,43,2007-06-21,Square,643,1980-02-15,3
Daisy,Yellow,40000,44,2007-05-22,Pants,644,1979-03-16,4
Goofy,Dog,50000,45,2007-04-22,Patrick,645,1978-04-17,5
Pete,Cat,60000,46,2007-03-23,Star,646,1977-05-18,6
Pluto,White,70000,47,2007-02-21,Squid,647,1976-06-19,7
Huey,Red,80000,48,2007-01-22,Ward,648,1975-07-20,8
Dewey,Black,90000,49,2006-12-23,Eugene,649,1974-08-21,9
Louise,Brown,100000,50,2006-11-23,Gary,650,1973-09-22,10
Mickey,Mouse,10000,51,2006-10-24,Sponge,651,1972-10-23,1
Minnie,Pink,20000,52,2006-09-24,Bob,652,1971-11-24,2
Donald,Duck,30000,53,2006-08-25,Square,653,1970-01-25,3
Daisy,Yellow,40000,54,2006-07-26,Pants,654,1969-01-26,4
Goofy,Dog,50000,55,2006-06-26,Patrick,655,1968-02-27,5
Pete,Cat,60000,56,2006-05-27,Star,656,1967-03-28,6
Pluto,White,70000,57,2006-04-27,Squid,657,1966-04-29,7
Huey,Red,80000,58,2006-03-28,Ward,658,1965-05-30,8
Dewey,Black,90000,59,2006-02-26,Eugene,659,1964-06-01,9
Louise,Brown,100000,60,2006-01-27,Gary,660,1963-07-01,10
Mickey,Mouse,10000,21,2023-06-24,Sponge,661,2002-08-02,1
Minnie,Pink,20000,22,2023-06-24,Bob,662,2001-09-03,2
Donald,Duck,30000,23,2023-06-24,Square,663,2000-10-04,3
Daisy,Yellow,40000,24,2023-06-24,Pants,664,1999-11-05,4
Goofy,Dog,50000,25,2023-06-24,Patrick,665,1998-01-06,5
Pete,Cat,60000,26,2023-06-24,Star,666,1997-01-07,6
Pluto,White,70000,27,2023-06-24,Squid,667,1996-02-08,7
Huey,Red,80000,28,2023-06-24,Ward,668,1995-03-09,8
Dewey,Black,90000,29,2023-06-24,Eugene,669,1994-04-10,9
Louise,Brown,100000,30,2023-06-24,Gary,670,1993-05-11,10
Mickey,Mouse,10000,31,2023-06-24,Sponge,671,1992-06-12,1
Minnie,Pink,20000,32,2023-06-24,Bob,672,1991-07-13,2
Donald,Duck,30000,33,2023-06-24,Square,673,1990-08-14,3
Daisy,Yellow,40000,34,2023-06-24,Pants,674,1989-09-15,4
Goofy,Dog,50000,35,2023-06-24,Patrick,675,1988-10-16,5
Pete,Cat,60000,36,2023-06-24,Star,676,1987-11-17,6
Pluto,White,70000,37,2023-06-24,Squid,677,1986-01-18,7
Huey,Red,80000,38,2023-06-24,Ward,678,1985-01-19,8
Dewey,Black,90000,39,2023-06-24,Eugene,679,1984-02-20,9
Louise,Brown,100000,40,2004-06-06,Gary,680,1983-03-21,10
Mickey,Mouse,10000,41,2004-05-07,Sponge,681,1982-04-22,1
Minnie,Pink,20000,42,2004-04-07,Bob,682,1981-05-23,2
Donald,Duck,30000,43,2004-03-08,Square,683,1980-06-24,3
Daisy,Yellow,40000,44,2004-02-07,Pants,684,1979-07-25,4
Goofy,Dog,50000,45,2004-01-08,Patrick,685,1978-08-26,5
Pete,Cat,60000,46,2003-12-09,Star,686,1977-09-27,6
Pluto,White,70000,47,2003-11-09,Squid,687,1976-10-28,7
Huey,Red,80000,48,2003-10-10,Ward,688,1975-11-29,8
Dewey,Black,90000,49,2003-09-10,Eugene,689,1974-01-30,9
Louise,Brown,100000,50,2003-08-11,Gary,690,1973-01-01,10
Mickey,Mouse,10000,51,2003-07-12,Sponge,691,1972-02-01,1
Minnie,Pink,20000,52,2003-06-12,Bob,692,1971-03-02,2
Donald,Duck,30000,53,2003-05-13,Square,693,1970-04-03,3
Daisy,Yellow,40000,54,2003-04-13,Pants,694,1969-05-04,4
Goofy,Dog,50000,55,2003-03-14,Patrick,695,1968-06-05,5
Pete,Cat,60000,56,2003-02-12,Star,696,1967-07-06,6
Pluto,White,70000,57,2003-01-13,Squid,697,1966-08-07,7
Huey,Red,80000,58,2002-12-14,Ward,698,1965-09-08,8
Dewey,Black,90000,59,2002-11-14,Eugene,699,1964-10-09,9
Louise,Brown,100000,60,2002-10-15,Gary,700,1963-11-10,10
Mickey,Mouse,10000,21,2023-06-24,Sponge,701,2002-01-11,1
Minnie,Pink,20000,22,2023-06-24,Bob,702,2001-01-12,2
Donald,Duck,30000,23,2023-06-24,Square,703,2000-02-13,3
Daisy,Yellow,40000,24,2023-06-24,Pants,704,1999-03-14,4
Goofy,Dog,50000,25,2023-06-24,Patrick,705,1998-04-15,5
Pete,Cat,60000,26,2023-06-24,Star,706,1997-05-16,6
Pluto,White,70000,27,2023-06-24,Squid,707,1996-06-17,7
Huey,Red,80000,28,2023-06-24,Ward,708,1995-07-18,8
Dewey,Black,90000,29,2023-06-24,Eugene,709,1994-08-19,9
Louise,Brown,100000,30,2023-06-24,Gary,710,1993-09-20,10
Mickey,Mouse,10000,31,2023-06-24,Sponge,711,1992-10-21,1
Minnie,Pink,20000,32,2023-06-24,Bob,712,1991-11-22,2
Donald,Duck,30000,33,2023-06-24,Square,713,1990-01-23,3
Daisy,Yellow,40000,34,2023-06-24,Pants,714,1989-01-24,4
Goofy,Dog,50000,35,2023-06-24,Patrick,715,1988-02-25,5
Pete,Cat,60000,36,2023-06-24,Star,716,1987-03-26,6
Pluto,White,70000,37,2023-06-24,Squid,717,1986-04-27,7
Huey,Red,80000,38,2023-06-24,Ward,718,1985-05-28,8
Dewey,Black,90000,39,2023-06-24,Eugene,719,1984-06-29,9
Louise,Brown,100000,40,2023-06-24,Gary,720,1983-07-30,10
Mickey,Mouse,10000,41,2023-06-24,Sponge,721,1982-08-01,1
Minnie,Pink,20000,42,2023-06-24,Bob,722,1981-09-01,2
Donald,Duck,30000,43,2023-06-24,Square,723,1980-10-02,3
Daisy,Yellow,40000,44,2000-10-25,Pants,724,1979-11-03,4
Goofy,Dog,50000,45,2000-09-25,Patrick,725,1978-01-04,5
Pete,Cat,60000,46,2000-08-26,Star,726,1977-01-05,6
Pluto,White,70000,47,2000-07-27,Squid,727,1976-02-06,7
Huey,Red,80000,48,2000-06-27,Ward,728,1975-03-07,8
Dewey,Black,90000,49,2000-05-28,Eugene,729,1974-04-08,9
Louise,Brown,100000,50,2000-04-28,Gary,730,1973-05-09,10
Mickey,Mouse,10000,51,2000-03-29,Sponge,731,1972-06-10,1
Minnie,Pink,20000,52,2000-02-28,Bob,732,1971-07-11,2
Donald,Duck,30000,53,2000-01-29,Square,733,1970-08-12,3
Daisy,Yellow,40000,54,1999-12-30,Pants,734,1969-09-13,4
Goofy,Dog,50000,55,1999-11-30,Patrick,735,1968-10-14,5
Pete,Cat,60000,56,1999-10-31,Star,736,1967-11-15,6
Pluto,White,70000,57,1999-10-01,Squid,737,1966-01-16,7
Huey,Red,80000,58,1999-09-01,Ward,738,1965-01-17,8
Dewey,Black,90000,59,1999-08-02,Eugene,739,1964-02-18,9
Louise,Brown,100000,60,1999-07-03,Gary,740,1963-03-19,10
Mickey,Mouse,10000,21,2023-06-24,Sponge,741,2002-04-20,1
Minnie,Pink,20000,22,2023-06-24,Bob,742,2001-05-21,2
Donald,Duck,30000,23,2023-06-24,Square,743,2000-06-22,3
Daisy,Yellow,40000,24,2023-06-24,Pants,744,1999-07-23,4
Goofy,Dog,50000,25,2023-06-24,Patrick,745,1998-08-24,5
Pete,Cat,60000,26,2023-06-24,Star,746,1997-09-25,6
Pluto,White,70000,27,2023-06-24,Squid,747,1996-10-26,7
Huey,Red,80000,28,2023-06-24,Ward,748,1995-11-27,8
Dewey,Black,90000,29,2023-06-24,Eugene,749,1994-01-28,9
Louise,Brown,100000,30,2023-06-24,Gary,750,1993-01-29,10
Mickey,Mouse,10000,31,2023-06-24,Sponge,751,1992-02-28,1
Minnie,Pink,20000,32,2023-06-24,Bob,752,1991-03-01,2
Donald,Duck,30000,33,2023-06-24,Square,753,1990-04-01,3
Daisy,Yellow,40000,34,2023-06-24,Pants,754,1989-05-02,4
Goofy,Dog,50000,35,2023-06-24,Patrick,755,1988-06-03,5
Pete,Cat,60000,36,2023-06-24,Star,756,1987-07-04,6
Pluto,White,70000,37,2023-06-24,Squid,757,1986-08-05,7
Huey,Red,80000,38,2023-06-24,Ward,758,1985-09-06,8
Dewey,Black,90000,39,2023-06-24,Eugene,759,1984-10-07,9
Louise,Brown,100000,40,2023-06-24,Gary,760,1983-11-08,10
Mickey,Mouse,10000,41,2023-06-24,Sponge,761,1982-01-09,1
Minnie,Pink,20000,42,2023-06-24,Bob,762,1981-01-10,2
Donald,Duck,30000,43,2023-06-24,Square,763,1980-02-11,3
Daisy,Yellow,40000,44,2023-06-24,Pants,764,1979-03-12,4
Goofy,Dog,50000,45,2023-06-24,Patrick,765,1978-04-13,5
Pete,Cat,60000,46,2023-06-24,Star,766,1977-05-14,6
Pluto,White,70000,47,1997-04-14,Squid,767,1976-06-15,7
Huey,Red,80000,48,1997-03-15,Ward,768,1975-07-16,8
Dewey,Black,90000,49,1997-02-13,Eugene,769,1974-08-17,9
Louise,Brown,100000,50,1997-01-14,Gary,770,1973-09-18,10
Mickey,Mouse,10000,51,1996-12-15,Sponge,771,1972-10-19,1
Minnie,Pink,20000,52,1996-11-15,Bob,772,1971-11-20,2
Donald,Duck,30000,53,1996-10-16,Square,773,1970-01-21,3
Daisy,Yellow,40000,54,1996-09-16,Pants,774,1969-01-22,4
Goofy,Dog,50000,55,1996-08-17,Patrick,775,1968-02-23,5
Pete,Cat,60000,56,1996-07-18,Star,776,1967-03-24,6
Pluto,White,70000,57,1996-06-18,Squid,777,1966-04-25,7
Huey,Red,80000,58,1996-05-19,Ward,778,1965-05-26,8
Dewey,Black,90000,59,1996-04-19,Eugene,779,1964-06-27,9
Louise,Brown,100000,60,1996-03-20,Gary,780,1963-07-28,10
Mickey,Mouse,10000,21,2023-06-24,Sponge,781,2002-08-29,1
Minnie,Pink,20000,22,2023-06-24,Bob,782,2001-09-30,2
Donald,Duck,30000,23,2023-06-24,Square,783,2000-10-01,3
Daisy,Yellow,40000,24,2023-06-24,Pants,784,1999-11-01,4
Goofy,Dog,50000,25,2023-06-24,Patrick,785,1998-01-02,5
Pete,Cat,60000,26,2023-06-24,Star,786,1997-01-03,6
Pluto,White,70000,27,2023-06-24,Squid,787,1996-02-04,7
Huey,Red,80000,28,2023-06-24,Ward,788,1995-03-05,8
Dewey,Black,90000,29,2023-06-24,Eugene,789,1994-04-06,9
Louise,Brown,100000,30,2023-06-24,Gary,790,1993-05-07,10
Mickey,Mouse,10000,31,2023-06-24,Sponge,791,1992-06-08,1
Minnie,Pink,20000,32,2023-06-24,Bob,792,1991-07-09,2
Donald,Duck,30000,33,2023-06-24,Square,793,1990-08-10,3
Daisy,Yellow,40000,34,2023-06-24,Pants,794,1989-09-11,4
Goofy,Dog,50000,35,2023-06-24,Patrick,795,1988-10-12,5
Pete,Cat,60000,36,2023-05-25,Star,796,1987-11-13,6
Pluto,White,70000,37,2023-04-25,Squid,797,1986-01-14,7
Huey,Red,80000,38,2023-03-26,Ward,798,1985-01-15,8
Dewey,Black,90000,39,2023-02-24,Eugene,799,1984-02-16,9
Louise,Brown,100000,40,2023-01-25,Gary,800,1983-03-17,10
Mickey,Mouse,10000,41,2022-12-26,Sponge,801,1982-04-18,1
Minnie,Pink,20000,42,2022-11-26,Bob,802,1981-05-19,2
Donald,Duck,30000,43,2022-10-27,Square,803,1980-06-20,3
Daisy,Yellow,40000,44,2022-09-27,Pants,804,1979-07-21,4
Goofy,Dog,50000,45,2022-08-28,Patrick,805,1978-08-22,5
Pete,Cat,60000,46,2022-07-29,Star,806,1977-09-23,6
Pluto,White,70000,47,2022-06-29,Squid,807,1976-10-24,7
Huey,Red,80000,48,2022-05-30,Ward,808,1975-11-25,8
Dewey,Black,90000,49,2022-04-30,Eugene,809,1974-01-26,9
Louise,Brown,100000,50,2022-03-31,Gary,810,1973-01-27,10
Mickey,Mouse,10000,51,2022-03-01,Sponge,811,1972-02-28,1
Minnie,Pink,20000,52,2022-01-30,Bob,812,1971-03-29,2
Donald,Duck,30000,53,2021-12-31,Square,813,1970-04-30,3
Daisy,Yellow,40000,54,2021-12-01,Pants,814,1969-05-01,4
Goofy,Dog,50000,55,2021-11-01,Patrick,815,1968-06-01,5
Pete,Cat,60000,56,2021-10-02,Star,816,1967-07-02,6
Pluto,White,70000,57,2021-09-02,Squid,817,1966-08-03,7
Huey,Red,80000,58,2021-08-03,Ward,818,1965-09-04,8
Dewey,Black,90000,59,2021-07-04,Eugene,819,1964-10-05,9
Louise,Brown,100000,60,2021-06-04,Gary,820,1963-11-06,10
Mickey,Mouse,10000,21,2023-06-21,Sponge,821,2002-01-07,1
Minnie,Pink,20000,22,2023-06-21,Bob,822,2001-01-08,2
Donald,Duck,30000,23,2021-03-06,Square,823,2000-02-09,3
Daisy,Yellow,40000,24,2021-02-04,Pants,824,1999-03-10,4
Goofy,Dog,50000,25,2021-01-05,Patrick,825,1998-04-11,5
Pete,Cat,60000,26,2020-12-06,Star,826,1997-05-12,6
Pluto,White,70000,27,2020-11-06,Squid,827,1996-06-13,7
Huey,Red,80000,28,2020-10-07,Ward,828,1995-07-14,8
Dewey,Black,90000,29,2020-09-07,Eugene,829,1994-08-15,9
Louise,Brown,100000,30,2020-08-08,Gary,830,1993-09-16,10
Mickey,Mouse,10000,31,2020-07-09,Sponge,831,1992-10-17,1
Minnie,Pink,20000,32,2020-06-09,Bob,832,1991-11-18,2
Donald,Duck,30000,33,2020-05-10,Square,833,1990-01-19,3
Daisy,Yellow,40000,34,2020-04-10,Pants,834,1989-01-20,4
Goofy,Dog,50000,35,2020-03-11,Patrick,835,1988-02-21,5
Pete,Cat,60000,36,2020-02-10,Star,836,1987-03-22,6
Pluto,White,70000,37,2020-01-11,Squid,837,1986-04-23,7
Huey,Red,80000,38,2019-12-12,Ward,838,1985-05-24,8
Dewey,Black,90000,39,2019-11-12,Eugene,839,1984-06-25,9
Louise,Brown,100000,40,2019-10-13,Gary,840,1983-07-26,10
Mickey,Mouse,10000,41,2019-09-13,Sponge,841,1982-08-27,1
Minnie,Pink,20000,42,2019-08-14,Bob,842,1981-09-28,2
Donald,Duck,30000,43,2019-07-15,Square,843,1980-10-29,3
Daisy,Yellow,40000,44,2019-06-15,Pants,844,1979-11-30,4
Goofy,Dog,50000,45,2019-05-16,Patrick,845,1978-01-01,5
Pete,Cat,60000,46,2019-04-16,Star,846,1977-01-01,6
Pluto,White,70000,47,2019-03-17,Squid,847,1976-02-02,7
Huey,Red,80000,48,2019-02-15,Ward,848,1975-03-03,8
Dewey,Black,90000,49,2019-01-16,Eugene,849,1974-04-04,9
Louise,Brown,100000,50,2018-12-17,Gary,850,1973-05-05,10
Mickey,Mouse,10000,51,2018-11-17,Sponge,851,1972-06-06,1
Minnie,Pink,20000,52,2018-10-18,Bob,852,1971-07-07,2
Donald,Duck,30000,53,2018-09-18,Square,853,1970-08-08,3
Daisy,Yellow,40000,54,2018-08-19,Pants,854,1969-09-09,4
Goofy,Dog,50000,55,2018-07-20,Patrick,855,1968-10-10,5
Pete,Cat,60000,56,2018-06-20,Star,856,1967-11-11,6
Pluto,White,70000,57,2018-05-21,Squid,857,1966-01-12,7
Huey,Red,80000,58,2018-04-21,Ward,858,1965-01-13,8
Dewey,Black,90000,59,2018-03-22,Eugene,859,1964-02-14,9
Louise,Brown,100000,60,2018-02-20,Gary,860,1963-03-15,10
Mickey,Mouse,10000,21,2023-06-21,Sponge,861,2002-04-16,1
Minnie,Pink,20000,22,2023-06-21,Bob,862,2001-05-17,2
Donald,Duck,30000,23,2023-06-21,Square,863,2000-06-18,3
Daisy,Yellow,40000,24,2023-06-21,Pants,864,1999-07-19,4
Goofy,Dog,50000,25,2023-06-21,Patrick,865,1998-08-20,5
Pete,Cat,60000,26,2023-06-21,Star,866,1997-09-21,6
Pluto,White,70000,27,2017-07-25,Squid,867,1996-10-22,7
Huey,Red,80000,28,2017-06-25,Ward,868,1995-11-23,8
Dewey,Black,90000,29,2017-05-26,Eugene,869,1994-01-24,9
Louise,Brown,100000,30,2017-04-26,Gary,870,1993-01-25,10
Mickey,Mouse,10000,31,2017-03-27,Sponge,871,1992-02-26,1
Minnie,Pink,20000,32,2017-02-25,Bob,872,1991-03-27,2
Donald,Duck,30000,33,2017-01-26,Square,873,1990-04-28,3
Daisy,Yellow,40000,34,2016-12-27,Pants,874,1989-05-29,4
Goofy,Dog,50000,35,2016-11-27,Patrick,875,1988-06-30,5
Pete,Cat,60000,36,2016-10-28,Star,876,1987-07-01,6
Pluto,White,70000,37,2016-09-28,Squid,877,1986-08-01,7
Huey,Red,80000,38,2016-08-29,Ward,878,1985-09-02,8
Dewey,Black,90000,39,2016-07-30,Eugene,879,1984-10-03,9
Louise,Brown,100000,40,2016-06-30,Gary,880,1983-11-04,10
Mickey,Mouse,10000,41,2016-05-31,Sponge,881,1982-01-05,1
Minnie,Pink,20000,42,2016-05-01,Bob,882,1981-01-06,2
Donald,Duck,30000,43,2016-04-01,Square,883,1980-02-07,3
Daisy,Yellow,40000,44,2016-03-02,Pants,884,1979-03-08,4
Goofy,Dog,50000,45,2016-02-01,Patrick,885,1978-04-09,5
